0,1,2,3,4,5,6
139.0,257.35,36.486666666666665,117.86,4.57,1.3325,7.01
131.075,242.7,35.52,114.73,4.785,1.1875,8.0075
125.525,232.425,36.3275,117.3375,5.01,1.0875,8.1375
121.4,224.825,37.04666666666666,119.66333333333334,4.9375,1.035,8.7225
122.7,227.175,36.4375,117.6925,4.9875,1.05,8.71
141.22500000000002,261.4,37.8875,122.37,5.1925,1.145,36.8425
151.47500000000002,280.475,42.830000000000005,138.34333333333333,5.4925,1.065,37.1
148.4,274.725,46.4375,149.9925,5.44,1.0125,35.9675
136.29999999999998,252.325,46.7125,150.885,5.38,0.945,36.6425
121.5,225.025,46.086666666666666,148.85666666666663,4.4475,0.86,60.69499999999999
107.025,198.2,42.0625,135.8675,4.465,0.8,60.515
87.45,162.05,37.83,122.19,4.1825,0.745,53.7425
74.42500000000001,137.85000000000002,36.03333333333333,116.38,4.2525,0.67,57.795
66.75,123.65,35.5925,114.9625,4.525,0.66,53.835
65.125,120.575,35.195,113.67,4.325,0.6375,31.2725
72.425,134.125,34.77,112.30666666666669,4.2525,0.615,27.7375
83.2,154.2,34.9375,112.85,4.54,0.6325000000000001,28.645000000000003
88.42500000000001,163.8,36.83,118.9575,4.675,0.6425000000000001,24.49
86.15,159.575,34.77333333333333,112.31333333333332,4.9625,0.63,29.0125
85.15,157.7,34.115,110.1925,4.96,0.6225,24.9775
82.13333333333334,152.0666666666667,33.300000000000004,107.55666666666669,4.943333333333333,0.62,27.45
79.375,146.97500000000002,32.946666666666665,106.42333333333332,5.2700000000000005,0.5775,7.9425
80.225,148.5,32.2,104.0075,5.1175,0.5925,7.895
78.075,144.55,31.8,102.72,5.14,0.58,9.425
75.55,139.85,31.4,101.43333333333334,5.1875,0.575,8.575
76.3,141.25,31.195,100.76,4.2375,0.6849999999999999,8.865
75.575,139.92499999999998,30.69,99.1275,4.09,0.6875,7.0575
74.825,138.52499999999998,30.473333333333333,98.42666666666666,4.1175,0.695,8.395
76.95,142.525,32.4175,104.71,4.2375,0.715,7.17
89.325,165.47500000000002,33.495,108.195,5.3125,0.5925,35.3175
98.075,181.6,34.75666666666667,112.27333333333333,5.59,0.595,36.065
99.425,184.125,35.0825,113.3125,5.73,0.605,37.4275
101.825,188.55,34.56,111.6275,5.532500000000001,0.605,37.6475
98.375,182.175,34.20333333333333,110.47333333333334,4.8075,0.695,53.805
90.575,167.75,34.405,111.125,5.005,0.6799999999999999,58.7675
82.725,153.25,35.3075,114.0425,5.0175,0.64,59.285
77.3,143.15,36.080000000000005,116.53666666666668,5.115,0.6225,61.11
75.07499999999999,139.025,35.572500000000005,114.89,5.3175,0.5525,57.175
70.175,129.95,34.2025,110.47,5.5375,0.5375000000000001,28.05
79.325,146.9,35.03,113.14333333333332,5.279999999999999,0.575,28.7925
158.2,292.95,37.4125,120.8475,5.6575,0.6725,29.2675
185.175,343.05,39.5525,127.7525,4.8675,0.86,28.2175
191.45,354.575,40.79,131.76,5.0925,1.045,27.115
179.85,333.075,39.572500000000005,127.82,5.2125,1.1275,27.2175
169.93333333333334,314.7,38.47666666666667,124.28000000000002,5.383333333333333,1.1833333333333331,27.706666666666667
181.35,335.825,37.52666666666666,121.20666666666666,4.505,1.2225,8.870000000000001
168.125,311.225,37.9875,122.7075,4.797499999999999,1.215,8.2975
145.45,269.5,37.46,120.9975,4.7675,1.1525,9.66
131.5,243.575,35.696666666666665,115.29333333333334,4.8225,1.085,8.8825
126.725,234.65,35.5225,114.7375,5.2875,1.0425,7.745
121.675,225.4,35.6575,115.175,5.5775,1.02,9.335
122.225,226.35,34.516666666666666,111.48333333333332,5.655,1.0325,7.9125
138.275,255.9,33.7125,108.8875,5.84,1.1325,8.415
167.4,309.825,34.605000000000004,111.78,5.33,1.1549999999999998,36.5075
157.925,292.7,37.67333333333334,121.68,5.6375,1.1275,36.06
159.4,295.125,43.4675,140.4025,5.375,1.125,39.3925
167.60000000000002,310.35,50.0775,161.745,5.3425,1.1075000000000002,40.985
149.125,276.0,56.34666666666666,182.00333333333333,5.2225,0.955,60.7375
125.9,232.96666666666667,53.13333333333333,171.6266666666667,5.333333333333333,0.87,55.96333333333333
110.025,203.7,45.885,148.20749999999998,5.0625,0.755,60.65
101.725,188.475,40.24666666666667,129.99666666666667,4.9375,0.6825,57.92
101.8,188.475,39.2125,126.6525,4.595,0.615,55.315
104.025,192.625,38.0025,122.7425,4.88,0.5725,28.755000000000003
108.675,201.275,37.35333333333333,120.64666666666666,4.8675,0.565,24.7475
108.125,200.25,37.0275,119.5925,4.79,0.5725,28.3775
114.675,212.325,36.9,119.1875,4.3525,0.6075,27.5725
125.525,232.475,35.806666666666665,115.65,4.74,0.64,26.185
122.975,227.75,35.625,115.0725,4.795,0.6625000000000001,25.8075
118.83333333333331,220.0,36.07333333333333,116.52,4.8966666666666665,0.6566666666666667,28.35333333333333
109.8,203.325,34.90333333333333,112.74333333333334,4.675,0.675,9.4225
99.3,183.825,34.1225,110.215,4.7075,0.64,8.86
89.125,164.95,32.265,104.2175,4.61,0.595,8.057500000000001
80.7,149.425,31.05333333333333,100.30666666666669,4.705,0.5475000000000001,5.8675
74.5,137.95000000000002,31.84,102.845,4.245,0.5175000000000001,9.1475
73.42500000000001,135.97500000000002,32.0275,103.4475,4.25,0.535,9.1025
70.1,129.825,31.52,101.80333333333331,4.175,0.52,9.635
68.15,126.175,30.93,99.8975,4.2725,0.5025,9.235
73.44999999999999,135.97500000000002,32.6475,105.45,4.495,0.5075000000000001,39.1275
80.225,148.575,36.03666666666667,116.39,4.5600000000000005,0.5275000000000001,35.5
80.925,149.875,39.2475,126.77,4.65,0.5125,40.2925
78.2,144.8,37.0625,119.705,4.22,0.485,38.3425
77.675,143.8,38.28,123.64333333333332,4.88,0.395,56.275
75.55000000000001,139.875,33.9325,109.5975,5.175,0.3675,59.68
75.375,139.625,34.1225,110.215,4.6975,0.3399999999999999,58.0875
76.175,141.02499999999998,36.123333333333335,116.68,4.2475,0.295,53.32
75.525,139.79999999999998,36.645,118.36,3.935,0.2675,56.59
71.375,132.125,32.86,106.1325,4.0825000000000005,0.255,29.155
65.8,121.9,31.343333333333334,101.23,3.9925,0.2575,27.22
63.1,116.9,31.0375,100.245,3.845,0.2725,28.5025
59.1,109.4,29.9425,96.7175,5.225,0.395,25.375
55.375,102.525,28.606666666666666,92.40666666666668,4.505,0.435,30.22
58.3,107.95,28.84,93.16,4.4725,0.435,27.08
58.833333333333336,108.9,28.82333333333333,93.10666666666668,4.71,0.43,26.436666666666667
56.1,103.85,28.653333333333336,92.55,4.6,0.4075,7.9025
55.9,103.5,28.445,91.87,4.8025,0.4,8.3875
53.225,98.5,27.2175,87.9125,4.565,0.39,8.11
49.9,92.375,26.11,84.33666666666666,4.3875,0.3825,7.955
47.525,88.0,25.5425,82.5025,4.24,0.36,9.3525
46.55,86.175,25.255,81.5725,4.29,0.36,8.34
44.95,83.25,25.41333333333333,82.08333333333333,3.925,0.3725,8.4525
47.3,87.625,25.6625,82.88749999999999,4.125,0.4075,8.32
50.85,94.225,25.815,83.3875,4.31,0.3525,38.3825
59.5,110.175,29.790000000000003,96.21999999999998,4.4175,0.39,38.6775
78.875,146.025,34.785,112.36,4.1525,0.3925,36.7875
96.175,178.125,34.225,110.5525,4.345000000000001,0.365,36.935
101.4,187.9,38.27333333333333,123.62,3.98,0.32,59.275
110.075,203.825,24.96,80.61666666666666,0.3275,0.3675,56.8075
94.725,175.4,26.2,84.6275,0.9075,0.365,25.9325
80.375,148.925,37.77333333333333,122.00666666666666,1.0225,0.4475,27.0075
72.675,134.625,36.9375,119.3075,0.815,0.51,26.3075
68.575,127.0,34.584999999999994,111.705,0.7925,0.5425,27.665
70.65,130.8,32.93666666666667,106.37666666666668,3.23,0.5475000000000001,27.3825
68.15,126.225,33.075,106.8325,3.1625,0.5675,26.83
64.8,119.90000000000002,32.016666666666666,103.41333333333334,3.2900000000000005,0.57,27.23333333333333
56.45,104.5,31.063333333333333,100.33666666666666,3.36,0.5475000000000001,9.0725
57.2,105.925,30.7425,99.2975,3.185,0.56,7.9825
55.775,103.2,30.3125,97.9125,3.235,0.5425,8.6375
54.150000000000006,100.225,28.98,93.61333333333334,3.15,0.53,8.77
53.65,99.375,28.605,92.395,3.3325,0.4825,8.5725
54.6,101.05,29.6325,95.715,3.8175,0.515,7.89
60.5,111.975,31.14333333333333,100.59333333333332,3.69,0.55,7.86
65.05,120.525,31.375,101.3375,3.685,0.56,9.16
70.125,129.79999999999998,32.65,105.46,3.88,0.5275000000000001,37.38
75.27499999999999,139.4,36.306666666666665,117.27333333333333,3.775,0.5325,39.32
84.725,156.92499999999998,40.77,131.6825,3.9925,0.5175000000000001,39.6125
85.97500000000001,159.2,39.932500000000005,128.985,4.157500000000001,0.51,37.82
79.725,147.6,42.56,137.46,3.8225,0.4825,59.875
73.125,135.375,39.93,128.9725,4.155,0.4675,57.2475
70.475,130.5,43.41,140.2125,10.8075,0.4225,59.9925
67.5,125.075,61.73333333333333,199.39666666666668,11.2225,0.395,59.51
67.47500000000001,124.95,39.9775,129.1325,8.345,0.4,58.645
68.52499999999999,126.925,36.0025,116.28,6.27,0.4325,28.055
67.60000000000001,125.25,37.7,121.77333333333333,6.6425,0.505,31.6275
70.7,130.975,35.85,115.8025,4.5825,0.5375000000000001,29.3025
75.675,140.225,36.31,117.2825,4.225,0.5925,27.005
88.09999999999998,163.1,39.4,127.265,4.853333333333333,0.65,28.896666666666665
89.94999999999999,166.55,39.44,127.385,4.9125,0.7224999999999999,31.39
94.8,175.5,40.29,130.14,4.753333333333334,0.8033333333333333,25.44333333333333
96.925,179.45,39.553333333333335,127.74333333333334,3.895000000000001,0.83,8.455
97.3,180.175,38.335,123.82,4.0475,0.8425,7.970000000000001
98.35,182.225,36.925,119.2625,3.94,0.8,9.4575
94.925,175.75,34.96333333333333,112.93,3.9275,0.7475,8.649999999999999
94.55,175.07500000000002,34.754999999999995,112.2575,3.56,0.6925,9.29
85.05,157.55,32.5,104.9775,3.455,0.6525000000000001,8.33
81.45,150.82500000000002,31.113333333333333,100.49666666666668,3.3725,0.61,8.567499999999999
78.02499999999999,144.475,30.195,97.5275,3.49,0.5525,8.807500000000001
77.475,143.42499999999998,31.9725,103.2725,3.825,0.5675,36.3075
83.9,155.35,33.46,108.08666666666666,4.1975,0.595,38.7925
98.075,181.625,33.4375,108.0025,4.41,0.6174999999999999,36.057500000000005
100.025,185.175,32.0125,103.4025,4.5225,0.62,36.5
93.6,173.3,31.14333333333333,100.59,3.5925,0.5974999999999999,59.545
93.175,172.5,29.03,93.7725,4.8025,0.55,55.255
88.375,163.675,30.395,98.1775,3.985,0.5425,56.47
84.9,157.175,30.89,99.78333333333336,4.08,0.53,57.8725
79.5,147.25,30.5975,98.835,4.7175,0.49,57.5025
80.675,149.375,33.3325,107.655,5.6525,0.5225,26.3275
79.725,147.70000000000002,35.306666666666665,114.03333333333336,5.13,0.5525,30.9975
91.45,169.275,39.2575,126.8,5.3525,0.6625,28.295
113.5,210.15,44.255,142.9525,3.41,0.905,26.8125
132.275,244.85,47.35,152.94,3.5675,1.2025,27.0275
157.875,292.375,46.96,151.68,3.625,1.475,26.8325
163.1,302.0,45.080000000000005,145.61333333333334,3.733333333333333,1.6,26.89333333333333
152.3,282.1,42.21,136.34,3.8275,1.5325,7.835
143.6,265.95,40.6625,131.3425,3.87,1.5175,9.5025
139.375,258.05,39.3125,126.97,4.185,1.53,8.1625
136.6,252.925,38.05,122.90333333333336,4.1275,1.4425,8.685
123.5,228.725,37.03,119.605,3.7025,1.2775,7.7725
119.225,220.8,36.565,118.11,3.725,1.16,7.4775
122.15,226.275,35.36333333333334,114.22333333333334,3.46,1.03,8.02
121.275,224.55,38.0,122.74,4.05,1.0075,8.9225
141.125,261.375,52.085,168.2375,4.467499999999999,1.0875,35.95
149.8,277.325,54.25666666666666,175.24333333333334,5.025,1.1075000000000002,37.68
156.60000000000002,290.025,53.8425,173.915,5.1175,1.065,37.5975
153.72500000000002,284.625,49.715,160.5725,5.1525,1.0325,33.6
152.675,282.79999999999995,44.84,144.83,4.5925,1.095,59.1675
146.36666666666665,271.1,42.56,137.465,68.28,0.3775,52.04333333333333
127.075,235.35,39.685,128.1825,4.485,0.5925,59.035
119.525,221.3,37.66666666666666,121.66333333333334,4.805,0.555,56.4175
114.025,211.125,37.1475,119.985,4.69,0.8225,55.7625
110.525,204.7,45.1375,145.79,5.4575,0.8425,27.9875
113.0,209.275,47.31,152.81666666666666,5.5775,1.125,28.5625
128.075,237.15,52.655,170.065,5.585,1.4375,28.3175
165.4,306.27500000000003,52.01,167.995,4.56,1.55,27.1275
215.6,399.25,53.48333333333334,172.75666666666666,4.8825,2.105,26.1225
370.675,686.475,51.585,166.625,5.4975000000000005,2.9025,30.0
387.2,717.1,48.86333333333334,157.83,5.693333333333334,3.356666666666667,28.02
376.9,697.875,44.23333333333333,142.88333333333333,4.57,3.5025,6.9225
311.95,577.425,41.525,134.125,4.8425,3.415,8.4275
263.04999999999995,487.175,40.120000000000005,129.595,4.9475,3.145,8.065
256.575,475.175,38.31,123.73333333333332,4.7375,2.855,8.772499999999999
233.375,432.1,37.155,120.005,4.526666666666666,2.6525,8.33
205.5,380.5,49.03,158.36666666666667,20.975,2.186666666666667,36.52333333333333
191.3333333333333,354.26666666666665,69.41666666666667,224.2033333333333,3.93,1.8775,38.8
227.8,421.825,66.21000000000001,213.855,3.79,1.675,37.875
206.75,382.875,54.98,177.585,3.6925,1.5325,35.99
183.9,340.425,46.94,151.61333333333332,4.085,1.4525,54.5125
159.55,295.375,44.1,142.445,4.4275,1.3275,56.6325
142.225,263.425,42.1475,136.135,4.4475,1.23,56.9025
133.35,246.925,42.04333333333333,135.79999999999998,4.4025,1.15,57.3575
122.075,226.1,41.4825,133.9925,4.2125,1.06,56.095
117.45,217.55,41.0075,132.45749999999998,4.195,1.01,25.3025
135.5,250.86666666666665,44.473333333333336,143.63666666666666,4.496666666666667,1.0066666666666666,28.09
149.27499999999998,276.35,48.395,156.3125,4.44,1.1225,27.415
175.45,324.775,51.12,165.1125,3.8525,1.3825,29.835
216.675,401.475,60.94,196.83666666666667,4.83,2.0225,26.875
267.75,495.8,59.4225,191.9325,4.93,2.6275,24.885
295.8666666666667,547.9333333333334,55.693333333333335,179.89,5.066666666666666,3.106666666666667,28.67
312.55,578.875,50.38999999999999,162.75333333333333,5.43,3.4325,8.934999999999999
336.625,623.4,46.4025,149.8825,6.045,3.6275,9.3875
334.25,619.05,43.445,140.335,6.0775,3.62,8.620000000000001
294.95000000000005,546.225,40.70333333333333,131.48333333333332,6.0025,3.4175,7.752499999999999
256.225,474.525,38.1725,123.2975,5.4725,3.1825,8.8275
244.75,453.275,38.2775,123.635,5.6275,2.8825000000000003,8.2025
243.575,451.1,39.28333333333333,126.88666666666668,5.2175,2.555,9.76
245.4,454.45,39.3575,127.13,5.27,2.3525,8.7825
284.325,526.4749999999999,45.52,147.0225,4.64,2.3575,37.3075
281.275,520.8,69.43,224.2633333333333,5.1,2.1225,37.4675
244.8,453.35,65.1675,210.4925,4.7025,1.96,36.085
215.625,399.3,69.86,225.6475,4.57,1.75,35.14
170.375,315.5,63.053333333333335,203.64666666666668,4.0075,1.5750000000000002,56.415
163.475,295.8666666666667,56.355,183.13666666666668,4.3775,1.505,57.1625
153.575,284.6,48.2075,155.7175,4.0375,1.38,55.92
105.8,195.925,43.36333333333334,140.05666666666667,3.655,1.24,60.2275
89.69999999999999,166.075,42.620000000000005,137.66750000000002,3.87,1.1,55.0925
92.35,171.075,42.65,137.7625,4.02,1.02,28.0725
134.66666666666666,249.3333333333333,48.126666666666665,155.46,4.006666666666667,1.1333333333333333,25.563333333333333
175.075,324.475,51.0875,165.01,4.0425,1.34,26.795
216.175,400.475,51.16,165.24666666666667,4.3925,1.675,25.96
236.3,437.6,49.415,159.605,4.8175,2.085,26.87
267.90000000000003,496.1333333333334,47.553333333333335,153.59666666666666,5.183333333333334,2.64,28.03333333333333
305.4,565.6,43.74666666666667,141.31,4.2325,2.955,9.95
304.5,563.9000000000001,40.682500000000005,131.405,4.8675,3.17,7.939999999999999
285.79999999999995,529.2750000000001,37.9675,122.63,4.577500000000001,3.13,7.515000000000001
252.95,468.4,36.23333333333333,117.04,4.5575,2.945,9.7475
214.75,397.7,36.525,117.975,4.9425,2.645,7.7725
185.95,344.35,37.26,120.34,5.355,2.4025,8.0225
167.275,309.7,39.06,126.17333333333332,5.1675,2.1675,8.002500000000001
173.45,321.2,39.82,128.625,4.8525,2.1,8.8975
253.05,468.625,49.515,159.935,4.69,2.2,34.85
270.06666666666666,500.6,83.76,270.54,4.883333333333333,2.103333333333333,36.39333333333334
218.825,405.2,69.3875,224.125,4.6025,1.96,39.66
186.85,346.0,64.04,206.8525,4.6125,1.7925,36.6975
152.275,281.95000000000005,53.47666666666667,172.73333333333335,3.4975,1.5625,58.3675
132.5,245.375,48.5825,156.925,3.76,1.3925,54.4825
127.7,236.5,47.24,152.57,3.5,0.4366666666666667,51.02
103.73333333333332,192.1,40.81,131.8,2.4066666666666667,0.8075000000000001,56.086666666666666
110.875,205.3,38.55,124.515,2.0625,1.0025,30.0625
142.95,264.75,44.583333333333336,143.99666666666667,2.345,1.0025,26.085
185.05,342.725,47.9275,154.805,2.1725,1.135,27.74
271.475,502.75,49.445,159.7125,3.92,1.395,25.84
292.075,540.85,48.46666666666667,156.55666666666664,4.225,1.645,28.305
191.05,353.775,43.055,139.0775,4.05,1.5425,28.505
129.63333333333333,240.0666666666667,40.09333333333333,129.49666666666667,3.790000000000001,1.4400000000000002,26.52
135.60000000000002,251.075,39.8,128.55666666666664,3.945,1.37,8.379999999999999
140.15,259.575,40.59,131.10750000000002,4.25,1.285,7.9175
124.175,229.975,39.73,128.33,4.2275,1.19,8.515
110.125,203.925,38.18333333333333,123.33,3.8125,1.1075,7.665
117.1,216.86666666666667,37.16333333333333,120.04333333333334,3.6,0.9633333333333332,7.523333333333333
126.925,235.025,36.11,116.645,3.7,0.9425,9.645
124.875,231.225,37.14,119.96,3.77,0.94,8.3275
151.175,279.95,38.49,124.32,3.7175,0.975,9.39
186.7,345.725,40.42,130.56,3.89,1.025,37.23
104.85,194.125,53.370000000000005,172.39,2.4975,0.7075,28.8625
117.325,217.25,54.28666666666667,175.34333333333333,2.81,0.745,26.465
135.375,250.675,45.985,148.535,2.6125,0.805,27.6475
157.05,290.75,40.595,131.13,2.9375,0.865,29.27
152.05,281.5,37.196666666666665,120.14,2.9675,0.875,28.295
129.725,240.25,36.4575,117.7525,2.865,0.86,27.9475
114.16666666666669,211.3333333333333,36.75333333333334,118.71999999999998,2.9766666666666666,0.8333333333333334,25.793333333333333
103.175,191.05,35.17666666666667,113.61,2.6725,0.79,7.6875
95.675,179.36666666666667,33.89,110.22,2.7675,0.7675000000000001,7.5425
91.275,169.0,32.1525,103.845,2.8275,0.7424999999999999,6.99
86.925,161.0,30.96,100.00666666666666,2.6950000000000003,0.73,8.025
83.475,154.6,30.54,98.64,2.8775,0.72,9.15
89.325,165.39999999999998,30.365,98.085,2.9075,0.7375,8.905
99.275,183.875,30.48,98.45333333333332,2.885,0.785,8.43
115.95,214.75,29.9575,96.7575,3.17,0.85,7.615
133.45,247.075,29.51,95.315,2.6825,0.885,36.425
142.4,263.75,33.34,107.7,2.965,0.8625,38.8875
140.925,260.975,40.49666666666667,130.80666666666664,3.4525,0.7575,37.8875
133.05,246.4,37.4825,121.0625,3.0575,0.6924999999999999,38.03
126.95,235.075,40.46333333333334,130.70000000000002,2.99,0.6575,56.835
126.475,234.175,45.86,148.12,3.8075,0.6174999999999999,57.5275
118.875,220.075,44.395,143.3875,4.045,0.5974999999999999,58.6475
107.95,199.95,42.36,136.82,4.14,0.59,53.375
101.725,188.375,39.822500000000005,128.625,3.1925,0.575,60.085
99.625,184.45,37.2275,120.235,3.285,0.5874999999999999,27.305
99.025,183.375,36.803333333333335,118.86666666666667,2.92,0.6425000000000001,24.59
110.075,203.875,38.205,123.4075,3.14,0.74,27.215
135.425,250.8,41.125,132.83499999999998,3.4125,0.9,26.9525
158.54999999999998,293.55,42.02666666666666,135.76,3.66,1.0550000000000002,28.855
167.02499999999998,309.25,42.975,138.8025,3.765,1.215,28.415
170.06666666666666,314.93333333333334,39.86,128.75,3.723333333333333,1.23,24.69
166.725,308.775,35.37,114.24333333333334,3.5225,1.2,8.21
157.125,290.925,34.05,109.9775,3.87,1.1825,8.0725
152.6,282.54999999999995,33.6025,108.5325,3.7975,1.1375,8.7125
153.1,283.525,32.82333333333333,106.02333333333333,3.7975,1.105,9.8025
149.475,276.875,32.2275,104.095,2.9275,1.0575,8.1525
143.3,265.42499999999995,31.0975,100.4475,3.085,1.0425,8.3325
140.925,260.975,30.37333333333333,98.11333333333332,3.08,1.05,7.377499999999999
139.925,259.1,30.5175,98.5725,3.02,1.0725,8.295
138.35,256.225,30.745,99.31,3.66,1.02,37.955
136.75,253.225,32.123333333333335,103.75333333333332,3.94,1.0675,38.5325
141.975,262.875,32.4925,104.9575,3.89,1.0975,37.82
145.025,268.55,33.3725,107.795,3.9225,1.1225,36.485
148.45000000000002,274.925,35.92333333333334,116.03666666666668,3.0625,1.2175,57.7725
151.025,279.7,40.53,130.91750000000002,3.3925,1.23,54.765
153.4,284.025,40.78,131.72,3.33,1.2125,58.605
140.0,259.275,36.85,119.03000000000002,3.4025,1.075,58.27
114.1,211.175,32.917500000000004,106.32,3.105,0.84,59.0575
97.75,180.95,31.4775,101.6725,3.2925,0.8025,26.295
97.8,181.05,34.053333333333335,109.98333333333332,3.095,0.8225,26.07
113.075,209.275,36.4225,117.6425,3.12,1.0025,26.1975
193.675,358.65,36.35,117.4125,3.1425,1.4025,24.79
222.275,411.65,32.45,104.81333333333332,3.92,1.87,29.4325
270.15,500.3,27.6375,89.27,4.3025,2.43,26.43
276.93333333333334,512.2666666666667,24.85,80.26,4.466666666666667,2.6166666666666667,28.326666666666668
227.45,421.225,23.21666666666667,74.99666666666667,3.835,2.6725000000000003,8.21
213.4,395.225,22.42,72.42,4.155,2.6025,7.1325
196.7,364.275,22.75,73.48,3.9375,2.38,9.32
170.32500000000002,315.4,23.540000000000003,76.03666666666668,3.56,2.1175,8.8
132.15,244.7,24.3975,78.80000000000001,3.57,1.8575,8.855
101.875,188.65,26.125,84.3875,3.57,1.65,8.84
87.42500000000001,161.875,28.33333333333333,91.51666666666668,3.44,1.425,8.8775
90.675,167.85,30.475,98.4275,3.0625,1.235,8.5775
99.575,184.45,30.24,97.6775,3.0925,1.1375,37.28
105.45,195.3,33.49333333333333,108.19333333333331,3.215,1.0675,39.3025
100.6,186.325,35.7225,115.385,2.935,0.96,36.9075
84.9,157.2,37.2875,120.435,3.1975,0.835,35.337500000000006
68.36666666666666,126.7,36.41,117.605,2.2433333333333336,0.7966666666666667,58.34333333333333
47.2,87.4,26.94,87.03,2.28,0.49,53.68
50.9,94.3,25.7,83.01333333333334,2.1525,0.45,55.775
49.9,92.43333333333332,26.4,85.26333333333334,2.053333333333333,0.3275,58.04333333333333
47.025,87.07499999999999,26.28,84.89,1.825,0.4075,22.15
51.425,95.2,29.12333333333333,94.07,1.9325,0.4525,26.7425
69.65,129.0,34.3,110.795,2.0125,0.6174999999999999,25.475
86.725,160.65,36.41,117.6125,3.34,0.7425,26.185
91.225,168.925,35.52,114.72666666666667,3.4475,0.8475,27.8975
97.675,180.9,35.71,115.3475,3.565,0.9275,27.585
96.0,177.83333333333334,35.04666666666667,113.20666666666666,3.5666666666666664,0.9499999999999998,27.636666666666667
88.25,163.4,33.51,108.23,2.8475,0.9275,8.5275
94.0,174.0,33.035,106.695,2.9025,0.9,7.79
93.8,173.675,32.81,105.98,3.02,0.865,9.0225
86.125,159.47500000000002,32.47333333333333,104.88333333333333,2.9475,0.8125,8.9025
82.15,152.175,32.895,106.2525,2.725,0.78,8.2525
81.3,150.575,33.557500000000005,108.3825,2.915,0.78,9.4225
80.125,148.35,34.373333333333335,111.02333333333333,2.9333333333333336,0.7525,8.815
65.25,120.8,22.96333333333333,74.17333333333333,2.0775,0.44,54.485
84.875,157.15,21.2825,68.745,2.185,0.375,56.0925
77.4,143.375,22.295,72.02,2.18,0.335,58.825
72.60000000000001,134.425,23.0,74.29333333333334,2.435,0.35,57.2
73.45,136.05,22.1425,71.52,2.2675,0.2975,54.6025
68.175,126.3,19.955,64.46249999999999,2.3575,0.2925,27.865
69.0,127.75,20.05666666666667,64.78333333333332,2.3925,0.3425,26.665
88.575,164.025,23.8975,77.19,2.375,0.5,29.485
181.3,335.7333333333333,27.313333333333333,88.22000000000001,2.053333333333333,0.8833333333333333,26.156666666666663
275.1,509.4,27.686666666666667,89.44,2.425,1.3325,26.73
305.95,566.575,26.5775,85.8425,2.9925,1.7975,28.675
288.7333333333333,534.6999999999999,23.73333333333333,76.66000000000001,2.973333333333333,1.9533333333333327,30.820000000000004
249.425,461.9,21.83333333333333,70.52666666666666,2.465,2.0175,7.6775
230.425,426.725,22.0825,71.3375,2.7375,2.01,8.3375
180.975,335.475,22.7775,73.57000000000001,2.685,1.8625,9.34
144.2,267.0,22.78333333333333,73.59333333333332,2.6525,1.69,8.559999999999999
142.25,263.425,22.9475,74.1225,2.0,1.5175,7.925
127.725,236.45,21.6075,69.79249999999999,2.5075,1.3725,8.3375
120.725,223.525,20.616666666666667,66.58333333333333,2.51,1.2575,7.935
130.9,242.4,22.43,72.4375,2.6075,1.2,8.115
152.25,281.9,26.1125,84.3425,2.0375,1.1475,36.9325
163.05,301.92499999999995,30.183333333333334,97.49,2.1075,1.1125,38.4475
149.225,276.3,30.305,97.8875,1.9625,1.0550000000000002,37.93
137.3,254.25,28.1825,91.035,1.935,0.9925,38.625
130.5,241.65,33.74,108.97666666666667,2.0225,0.9275,55.7175
128.125,237.3,33.9675,109.7175,2.215,0.8475,56.48
105.475,195.325,27.115,87.575,2.01,0.7575000000000001,56.9875
93.36666666666667,172.96666666666667,21.665,69.975,1.86,0.6933333333333334,57.25
87.8,162.6,19.8775,64.205,1.2175,0.6475,58.0575
82.55,152.875,19.3925,62.6275,1.455,0.6174999999999999,30.625
82.26666666666667,152.4,21.92,70.8,1.4333333333333331,0.62,24.19666666666667
139.45,258.3,24.5575,79.32,1.425,0.6975,29.755000000000003
277.575,514.125,28.515,92.1,1.905,1.015,26.1
396.95,735.15,27.916666666666668,90.16333333333334,2.7225,1.53,27.7975
401.375,743.3,27.0375,87.325,3.125,1.8975,25.4525
359.2333333333333,665.2333333333333,27.01333333333333,87.25,3.0500000000000003,1.913333333333333,28.19666666666667
255.55,473.275,27.82,89.86,2.995,1.78,7.785
222.4,411.875,27.7925,89.77250000000001,3.1525,1.715,7.5325
202.225,374.525,26.44,85.4025,2.9925,1.62,9.6475
187.35,347.0,24.816666666666663,80.15333333333332,3.205,1.5550000000000002,7.92
171.6,317.775,24.595,79.445,2.0975,1.465,8.645
185.875,344.2,25.7725,83.2475,2.42,1.45,8.7725
182.775,338.45,27.60333333333333,89.16000000000001,5.776666666666666,1.4375,8.3975
198.2,367.025,26.73,86.3375,2.0375,1.35,8.255
219.3,406.2,25.105,81.09,1.9375,1.275,38.7875
210.6,390.05,26.493333333333336,85.57000000000001,2.1675,1.2075,39.322500000000005
165.0,305.575,28.24,91.215,2.0325,1.0975,36.6625
114.825,212.575,30.535,98.6225,2.095,0.9875,38.3475
107.825,199.675,29.25,94.46999999999998,1.2125,0.9275,56.82
113.175,209.6,25.1575,81.25,1.11,0.8474999999999999,57.4225
104.325,193.2,22.41,72.395,1.2175,0.78,57.5775
86.925,161.0,21.356666666666666,68.99,0.9875,0.705,58.7675
70.27499999999999,130.2,20.9425,67.645,1.72,0.615,54.7825
